"Date_Time","Low_Range","Full_Range","Temp_C","station"
2023-05-26 01:28:15,101.4,102.5,18.65,3
2023-05-26 01:28:20,101.4,102.5,18.65,3
2023-05-26 01:28:25,101.4,102.1,18.66,3
2023-05-26 01:28:30,101.3,102.5,18.65,3
2023-05-26 01:28:35,101.3,102.5,18.65,3
2023-05-26 01:28:40,101.4,102.5,18.66,3
2023-05-26 01:28:45,101.4,102.5,18.65,3
2023-05-26 01:28:50,101.4,102.1,18.65,3
2023-05-26 01:28:55,101.4,102.5,18.65,3
2023-05-26 01:29:00,101.3,102.1,18.64,3
2023-05-26 01:29:05,101.3,102.5,18.65,3
2023-05-26 01:29:10,101.3,102.5,18.65,3
2023-05-26 01:29:15,101.4,102.5,18.66,3
2023-05-26 01:29:20,101.3,102.5,18.65,3
2023-05-26 01:29:25,101.4,102.1,18.64,3
2023-05-26 01:29:30,101.4,102.5,18.65,3
2023-05-26 01:29:35,101.4,102.1,18.65,3
2023-05-26 01:29:40,101.4,102.5,18.65,3
2023-05-26 01:29:45,101.3,102.1,18.64,3
2023-05-26 01:29:50,101.4,102.5,18.65,3
2023-05-26 01:29:55,101.4,102.5,18.65,3
2023-05-26 01:30:00,101.4,102.5,18.65,3
2023-05-26 01:30:05,101.4,102.5,18.65,3
